"species","dd long","dd lat","sex"
"Prionace glauca",18.275,41.975,"M"
"Prionace glauca",18.275,41.975,"M"
"Prionace glauca",18.175,42,"M"
"Prionace glauca",18.175,42,"M"
"Prionace glauca",18.125,41.95,"M"
"Prionace glauca",18.05,41.875,"M"
"Prionace glauca",17.95,41.85,"M"
"Prionace glauca",17.85,41.825,"M"
"Prionace glauca",17.85,41.825,"M"
"Prionace glauca",17.825,41.825,"M"
"Prionace glauca",17.825,41.825,"M"
"Prionace glauca",17.825,41.825,"M"
"Prionace glauca",17.8,41.8,"M"
"Prionace glauca",17.75,41.725,"M"
"Prionace glauca",17.725,41.725,"M"
"Prionace glauca",17.725,41.725,"M"
"Prionace glauca",17.7,41.725,"M"
"Prionace glauca",17.7,41.725,"M"
"Prionace glauca",17.7,41.7,"M"
"Prionace glauca",17.675,41.675,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.65,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.65,"M"
"Prionace glauca",17.625,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.65,41.625,"M"
"Prionace glauca",17.675,41.65,"M"
"Prionace glauca",17.675,41.65,"M"
"Prionace glauca",17.675,41.65,"M"
"Prionace glauca",17.7,41.65,"M"
"Prionace glauca",17.7,41.65,"M"
"Prionace glauca",17.7,41.65,"M"
"Prionace glauca",17.725,41.65,"M"
"Prionace glauca",17.775,41.675,"M"
"Prionace glauca",17.775,41.675,"M"
"Prionace glauca",17.775,41.675,"M"
"Prionace glauca",17.775,41.675,"M"
