"species","dd long","dd lat","season","maturity","group"
"Prionace glauca",11.895,37.99,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.558,38.152,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-1.928,35.75827,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.102,35.67659,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.548,35.61304,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.864,35.40157,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.764,35.59481,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-3.441,35.61603,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-3.852,35.62995,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-3.827,35.73833,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-3.914,35.78944,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-4.621,35.57198,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-4.641,35.5279,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-4.699,35.6599,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-4.126,36.08422,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",1.046,37.85304,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.641,41.7944,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.718,42.10237,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.871,42.20764,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.701,43.036,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.049,43.193,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.08,43.51352,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.806,43.59222,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.443,43.45647,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.383,43.3998,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",5.36,39.207,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",3.129,39.165,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",2.584,39.367,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",2.207,38.857,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",1.38,38.493,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",1.376,38.447,"WinSpr","Juvenile","Juvenile_WinSpr"
