"fc";"rm";"tune.args";"auc.train";"cbi.train";"auc.diff.avg";"auc.diff.sd";"auc.val.avg";"auc.val.sd";"cbi.val.avg";"cbi.val.sd";"or.10p.avg";"or.10p.sd";"or.mtp.avg";"or.mtp.sd";"AICc";"delta.AICc";"w.AIC";"ncoef"
"L";2;"fc.L_rm.2";0.551498894422767;0.92;0.0129814773960397;0.0107992498268434;0.546938449300778;0.00811286689411961;0.575;0.142835569799683;0.109230141066082;0.0212801177724067;0.00415512465373961;0.00587623363866937;16544.9158151249;33.9631658171966;2.78269756160465e-08;6
"Q";2;"fc.Q_rm.2";0.551609428527656;0.946;0.010913670858333;0.00356165598447007;0.548917191428405;0.00583792528299629;0.6645;0.0912167747730646;0.119345748002498;0.0355857462935218;0.00138504155124654;0.00195874454622312;16516.1907063583;5.23805705054838;0.0480888201833835;5
"P";2;"fc.P_rm.2";0.556441674128768;0.835;0.0183440890047439;0.0170248058656365;0.547936446428894;0.00956849535098726;0.876;0.0494974746830584;0.106460057963589;0.025197606864853;0.00421516980769539;0.00187382787514409;16539.2847594316;28.3321101238216;4.64765855775445e-07;5
"H";2;"fc.H_rm.2";0.595233712713044;0.965;0.0280420800648676;0.0357514104016054;0.567123281638336;0.016895803645191;0.677;0.0509116882454314;0.112000224168575;0.0173626286799605;0.00277008310249307;0.00391748909244625;16602.3640807326;91.4114314248036;9.32682081602897e-21;33
"LQ";2;"fc.LQ_rm.2";0.553931353282272;0.961;0.0142689415096701;0.00897850061627854;0.548902197902403;0.0108900267996293;0.6935;0.0247487373415291;0.105075016412342;0.0271563514110761;0.00277008310249307;0.00391748909244625;16531.4373487784;20.4846994706459;2.35113619233767e-05;6
"LP";2;"fc.LP_rm.2";0.556301853209764;0.851;0.0196139692393931;0.0207828885474256;0.546268238989485;0.00923402562088132;0.808;0.0084852813742385;0.106520103117544;0.0292000126283782;0.00421516980769539;0.00187382787514409;16539.2992145091;28.3465652013983;4.61418852393568e-07;6
"QP";2;"fc.QP_rm.2";0.556279730643187;0.86;0.0210482905930224;0.0184897121277128;0.54195072750549;0.00298427917525866;0.843;0.0480832611206852;0.109170095912126;0.0172777120088814;0.00560021135894192;0.00383257242136721;16542.6570478961;31.7043985883101;8.60896771536045e-08;7
"QH";2;"fc.QH_rm.2";0.592550583917666;0.98;0.0270016366872139;0.0363700360598194;0.56484162604506;0.0118007273563684;0.7975;0.0572756492761103;0.112120314476486;0.025367440207011;0.00277008310249307;0.00391748909244625;16540.8872470261;29.9345977183766;2.08573176382128e-07;35
"LQP";2;"fc.LQP_rm.2";0.556351373118578;0.873;0.0209798287501503;0.0185008829870035;0.541896840670229;0.00309547236326622;0.839;0.0424264068711928;0.113505356027733;0.0234086956607879;0.00560021135894192;0.00383257242136721;16544.5609999939;33.6083506861687;3.32286834290153e-08;7
"LQH";2;"fc.LQH_rm.2";0.591214963483594;0.983;0.0256411061604933;0.0356531837328418;0.562997886637082;0.0150765317102039;0.721;0.171119841047145;0.112240404784398;0.0333722517340616;0.00138504155124654;0.00195874454622312;16547.2686898924;36.3160405846247;8.58115493630696e-09;36
"L";2.5;"fc.L_rm.2.5";0.550911504852557;0.939;0.014069501594748;0.00936015456149116;0.546961419683385;0.00843023881498494;0.5925;0.156270598642227;0.110615182617328;0.0193213732261836;0.00415512465373961;0.00587623363866937;16543.2309135388;32.2782642310922;6.46156530794681e-08;5
"Q";2.5;"fc.Q_rm.2.5";0.551423945371589;0.959;0.0111172920328049;0.00316584067742087;0.54810705933726;0.00510393911032097;0.6985;0.0346482322781408;0.120730789553744;0.0336270017472987;0.00138504155124654;0.00195874454622312;16519.4041644714;8.45151516366968;0.00964385249225707;4
