"dd.long","dd.lat"
"834",17.1,41.625
"835",17.2,41.55
"836",17.3,41.5
"837",17.725,41.175
"838",17.85,41.1
"839",17.875,41.1
"840",18.1,40.925
"841",18.3,40.85
"842",18.325,40.85
"843",18.375,40.825
"844",18.4,40.825
"845",18.425,40.725
"846",18.45,40.6
"847",18.55,40.4
"848",18.575,40.375
"849",18.625,40.25
"850",18.65,40.025
"851",18.575,39.675
"852",18.55,39.6
"853",18.5,39.575
"854",18.375,39.4
"855",18.35,39.4
"856",18.3,39.375
"857",18.2,39.35
"858",18.1,39.225
"859",18.05,39.175
"860",17.95,39.1
"861",17.85,38.975
"862",17.85,38.95
"863",17.8,38.95
"864",17.725,38.9
"865",17.675,38.875
"866",17.625,38.875
"867",17.575,38.85
"868",17.55,38.85
"869",17.425,38.8
"870",17.375,38.8
"871",17.325,38.75
"872",17.175,38.625
"873",17.125,38.55
"874",17.1,38.45
"875",17.1,38.4
"876",17.125,38.375
"877",17.125,38.325
"878",17.125,38.175
"879",17.125,38.15
"880",17.125,38.1
"881",17.1,37.95
"882",17.125,37.85
"883",17.125,37.825
"884",17.125,37.725
"885",17.125,37.7
"886",17.15,37.675
"887",17.15,37.65
"888",17.175,37.55
"889",17.2,37.55
"890",17.175,37.425
"891",17.175,37.4
"892",17.15,37.35
"893",17.125,37.35
